SFR	SD_GAS
0.02665	31.69
0.04132	41.59
0.02802	38.12
0.006021	20.88
0.02244	58.1
0.06168	59.07
0.03629	29.43
0.005682	13.96
0.02678	31.16
0.005461	13.48
0.05549	35.59
0.04509	51.34
0.04768	60.46
0.09449	53.44
0.04134	32.57
0.01552	44.18
0.01911	41.87
0.03434	48.11
0.01496	12.46
0.03396	30.85
0.02883	24.35
0.01253	28.64
0.03274	55.2
0.06872	50.03
0.009741	20.08
0.003887	12.39
0.00415	9.811
0.008843	16.84
0.01899	16.71
0.02558	32.74
0.01004	16.17
0.01327	21.62
0.01869	11.27
0.02942	30.54
0.0156	35.79
0.01368	34.96
0.02307	34.37
0.01185	31.29
0.05095	46.33
0.01452	27.31
0.02393	45.45
0.02348	36.91
0.006856	7.952
0.006151	9.619
0.01089	28.1
0.01175	24.06
0.03004	55.14
0.007275	25.11
0.002295	6.469
0.004442	11.18
0.002616	7.806
0.01066	28.15
0.007862	4.599
0.01414	16.25
0.003648	7.504
0.002077	2.321
0.01319	15.99
0.007508	15.05
0.005154	7.322
0.004154	7.157
0.009828	28.83
0.003262	13.22
0.005708	13.01
0.015	27.22
0.006353	29.05
0.005279	13.71
0.007583	22.62
0.002479	12.5
0.02044	24.51
0.005626	12.41
0.009846	22.65
0.004529	7.82
0.002561	4.481
0.0017	2.113
0.004253	21.92
0.001298	1.823
0.002558	8.379
0.005125	9.405
0.007801	18.69
0.002416	6.466
0.002763	1.827
0.002856	3.265
0.002699	5.212
0.0028	10.31
0.001935	6.693
0.002789	2.855
0.004179	3.109
0.003402	7.374
0.001594	2.205
0.003751	2.952
0.002369	1.2
0.00223	4.627
0.004178	10.97
0.003005	7.297
0.00233	2.527
0.003655	0.89
0.08701	199.0
0.01793	75.95
0.02104	73.89
0.02184	58.47
0.01402	52.6
0.01469	44.71
0.01353	46.08
0.002313	20.85
0.003062	18.32
0.006514	35.16
0.003864	28.06
0.003598	18.25
0.001961	17.67
0.002441	20.64
0.002474	17.14
0.002374	17.04
0.003366	16.21
0.006399	32.54
0.003778	21.95
0.004781	18.26
0.004032	16.7
0.005257	14.64
0.006086	18.37
0.007343	23.9
0.003496	13.69
0.002919	14.33
0.002717	12.89
0.01684	41.85
0.01292	34.51
0.005228	24.66
0.002399	11.21
0.009764	34.59
0.005401	18.68
0.004336	18.01
0.002032	7.142
0.01624	35.03
0.003684	13.57
0.01074	26.06
0.00363	10.6
0.00952	29.16
0.007087	28.87
0.002617	14.83
0.002329	14.09
0.003731	12.65
0.01002	22.46
0.002959	11.52
0.01505	30.82
0.003588	12.69
0.00189	6.156
0.004923	13.56
0.0106	29.56
0.003694	13.06
0.002559	9.896
0.001771	9.032
0.002914	7.471
0.003884	14.66
0.00191	8.345
0.003562	10.98
0.005079	23.37
0.007822	16.69
0.00227	7.18
0.006125	22.7
0.003343	13.92
0.001809	5.623
0.005326	17.88
0.005327	18.24
0.002199	6.459
0.001561	4.5
0.003327	7.9
0.007841	24.45
0.005315	19.82
0.001837	15.85
0.004416	13.67
0.002027	6.003
0.001478	5.801
0.002729	4.968
0.006836	16.44
0.001764	14.37
0.002381	6.082
0.001847	14.22
0.002538	6.085
0.002143	5.99
0.01087	11.78
0.004608	16.07
0.002012	4.273
0.003322	5.84
0.002889	12.45
0.009096	24.79
0.001774	11.41
0.002462	12.01
0.00304	5.864
0.009176	22.38
0.001915	10.65
0.006983	14.15
0.001883	5.91
0.006712	10.59
0.002395	9.049
0.0022	5.81
0.002507	7.49
0.001665	8.273
0.01388	21.26
0.0019	7.69
0.002189	10.44
0.001994	6.026
0.006627	15.78
0.001171	4.102
0.002915	8.689
0.004235	12.38
0.001808	4.687
0.002265	9.786
0.001365	6.308
0.003109	9.273
0.06178	106.4
0.01048	28.44
0.01776	47.97
0.01084	23.53
0.01122	23.69
0.01149	21.1
0.002848	7.791
0.002395	5.385
0.001888	3.735
0.04754	91.28
0.0042	5.145
0.004376	12.61
0.005598	16.83
0.004285	12.03
0.003782	9.655
0.00344	14.55
0.002122	5.596
0.001348	4.028
0.001718	5.699
0.002206	4.588
0.004369	22.65
0.003847	16.99
0.001667	3.417
0.001824	2.239
0.003072	8.17
0.003332	11.21
0.004348	13.52
0.003824	12.9
0.004259	14.25
0.003665	11.43
0.002628	5.904
0.00209	5.14
0.007866	14.31
0.005076	14.02
0.00248	6.918
0.002317	11.9
0.006955	12.24
0.006533	12.96
0.002565	7.19
0.00184	6.699
0.003338	6.594
0.003257	11.05
0.003883	13.23
0.002377	8.076
0.002616	8.529
0.003395	7.125
0.001882	5.859
0.003631	10.35
0.01225	13.39
0.004814	9.009
0.002452	6.881
0.001452	4.522
0.01777	19.34
0.006197	10.24
0.003092	5.865
0.00501	8.163
0.002322	5.379
0.008128	19.83
0.003645	8.654
0.004733	10.72
0.002342	5.079
0.003027	8.372
0.003227	9.371
0.00308	9.612
0.003207	7.46
0.001059	4.087
0.00346	12.4
0.01119	15.1
0.0076	16.48
0.008626	15.42
0.004861	8.256
0.004108	9.743
0.007283	17.98
0.006542	11.41
0.002222	5.189
0.001386	5.33
0.003271	6.079
0.001272	0.4002
0.00192	5.344
0.0005709	0.9564
0.01592	21.41
0.004096	1.803
0.004077	1.684
0.004663	2.464
0.004619	3.549
0.004438	4.456
0.00444	5.231
0.001671	1.319
0.001449	1.25
0.001595	1.607
0.001615	1.417
0.001259	1.187
0.002774	6.404
0.002591	3.784
0.001791	1.788
0.001627	0.9271
0.001699	1.647
0.00184	2.743
0.001068	1.804
0.0009218	2.885
0.0007676	2.267
0.0007661	1.06
0.0006657	2.437
0.001018	2.592
0.001567	3.597
0.002875	9.579
0.002851	8.907
0.003293	6.996
0.003062	7.006
0.002129	5.361
0.002178	6.706
0.001344	5.745
0.001036	2.252
0.001465	4.414
0.0006992	2.84
0.001811	7.043
0.001731	6.615
0.0008599	3.065
0.0006254	3.463
0.0009559	4.245
0.0005216	1.842
0.002421	6.91
0.002197	7.062
0.004617	11.61
0.00274	7.981
0.001119	6.994
0.001147	6.171
0.00128	6.676
0.001324	4.922
0.0007275	3.791
0.0008774	3.481
0.002515	9.378
0.0008174	4.576
0.0006164	3.039
0.001011	4.209
0.0008663	3.702
0.0007844	2.519
0.0009345	3.602
0.0007822	2.635
0.0005713	3.727
0.000819	2.761
0.0006814	3.357
0.000692	0.2622
0.03146	104.3
0.004595	39.55
0.004778	35.96
0.001816	18.43
0.002365	16.41
0.00296	21.6
0.003785	28.31
0.00482	19.76
0.003241	18.16
0.002272	18.52
0.006205	24.75
0.002524	19.31
0.003425	22.92
0.00365	11.65
0.00252	12.08
0.0009497	5.929
0.004732	20.43
0.0009262	6.911
0.00157	7.08
0.0009614	9.539
0.0008253	3.739
0.0007103	3.506
0.002442	8.472
0.001975	7.407
0.002104	6.669
0.002372	8.759
0.001897	7.335
0.002486	7.831
0.01137	27.34
0.006858	18.89
0.008201	20.68
0.006276	19.17
0.006322	15.17
0.006614	18.45
0.006761	15.7
0.004192	7.572
0.006633	10.53
0.001799	0.2078
0.004173	3.142
0.003558	2.253
0.001545	2.721
0.001551	1.426
0.000845	1.153
0.001277	1.035
0.01472	18.61
0.01086	12.09
0.007341	8.445
0.008165	10.11
0.009691	13.47
0.007612	10.82
0.006488	8.422
0.005715	10.78
0.003964	7.312
0.002609	4.469
0.001529	2.822
0.001135	2.237
0.001068	0.2659
0.003143	6.352
0.002547	2.492
0.003811	6.288
0.0007365	1.447
0.00185	3.042
0.0009874	0.9338
0.0006173	1.133
0.0006357	1.109
0.0004806	0.24
0.0005221	0.3205
0.0344	11.46
0.005027	3.23
0.003989	4.723
0.003704	3.103
0.003933	2.613
0.00435	3.069
0.004926	2.972
0.002336	4.423
0.002049	4.149
0.002181	5.29
0.002556	5.112
0.001541	3.334
0.001635	2.274
0.002361	4.388
0.002064	4.278
0.001185	1.388
0.001324	0.7856
0.001034	0.8312
0.001133	2.67
0.001463	2.915
0.0009226	2.025
0.0007813	1.422
0.001252	1.892
0.0009481	1.947
0.0009216	3.062
0.0007427	1.319
0.0006818	1.556
0.01151	12.68
0.004146	5.04
0.004592	4.325
0.001341	1.885
0.001152	1.217
0.002215	2.295
0.002213	2.111
0.003585	3.883
0.002395	2.738
0.0007834	0.7217
0.001017	1.636
0.0009728	1.069
0.00123	0.2517
0.0005032	0.1064
0.0004905	0.4194
0.005344	4.711
0.002269	3.904
0.002166	2.851
0.002307	3.034
0.002582	3.203
0.002944	5.497
0.002647	4.062
0.00143	2.982
0.001194	1.917
0.001227	2.613
0.001248	2.039
0.001077	2.421
0.001941	3.235
0.00178	2.238
0.0008872	2.291
0.001455	1.984
0.001555	3.721
0.0003413	2.951
0.0007931	1.831
0.0006307	2.491
0.000452	1.067
0.0007525	2.436
0.0008811	1.38
0.001368	1.293
0.001202	2.48
0.001514	1.451
0.005924	5.286
0.004707	5.383
0.003816	4.93
0.001967	3.461
0.008189	6.726
0.003132	4.256
0.003809	5.624
0.002226	2.838
0.004861	5.297
0.003149	2.43
0.002605	2.711
0.001254	2.102
0.006066	5.371
0.005333	6.07
0.004802	4.03
0.001943	2.616
0.005878	6.612
0.002371	4.433
0.01933	15.17
0.0077	11.51
0.007443	13.6
0.005756	5.467
0.005259	9.443
0.006282	8.234
0.005824	9.151
0.0049	4.23
0.004839	10.8
0.006957	3.706
0.007032	6.945
0.002342	2.159
0.01002	10.39
0.01079	11.74
0.001968	4.255
0.002294	2.337
0.004464	5.195
0.007473	8.804
0.01012	4.448
0.01606	8.803
0.008498	11.58
0.01944	13.82
0.002492	2.376
0.007894	5.51
0.001255	0.4366
0.06534	151.4
0.01434	53.74
0.005944	20.37
0.006357	20.24
0.007202	20.85
0.0123	29.16
0.005632	13.73
0.01901	34.87
0.007495	19.78
0.01518	35.82
0.003551	10.38
0.002139	8.076
0.006893	17.24
0.01057	19.51
0.003281	9.441
0.007883	18.87
0.01281	25.6
0.02329	57.25
0.000953	0.6957
0.000475	2.106
0.0005987	1.869
0.001597	6.523
0.001211	3.92
0.002923	12.48
0.003031	6.729
0.0005226	1.627
0.000366	1.771
0.0009155	2.469
0.006955	18.31
0.00136	4.672
0.02988	59.51
0.001707	7.952
0.00153	7.331
0.007659	17.13
0.0003854	2.508
0.0006944	2.548
0.0004898	2.954
0.0004589	2.674
0.0008257	2.044
0.0005512	0.4217
0.009141	30.34
0.0003878	0.3371
0.0004732	0.4992
0.0005804	0.3678
0.01406	15.36
0.0007745	3.331
0.0007851	2.447
0.007245	10.08
0.004719	7.973
0.004442	6.952
0.004448	6.002
0.004687	7.039
0.003106	5.247
0.003455	6.242
0.003833	7.205
0.002506	5.371
0.001846	2.799
0.001927	4.272
0.002165	2.527
0.00161	3.952
0.0009286	1.521
0.000949	1.508
0.0003357	1.133
0.000771	2.285
0.0004805	1.04
0.0003272	0.2154
0.0003666	0.1145
0.000329	1.001
0.06322	81.5
0.009002	21.78
0.009339	20.03
0.01173	21.52
0.009392	14.75
0.01232	43.28
0.01441	32.11
0.007229	14.36
0.005253	12.04
0.004287	12.15
0.004805	13.67
0.008366	18.17
0.004488	15.8
0.009122	12.24
0.002431	8.616
0.001422	5.214
0.001588	7.464
0.00172	7.05
0.002044	9.099
0.001247	5.65
0.00166	4.538
0.00184	6.361
0.001264	4.392
0.001536	4.957
0.001667	6.092
0.001374	5.181
0.001848	5.673
0.001103	4.429
0.002121	5.054
0.002116	4.073
0.002033	1.192
0.001543	0.4446
0.001742	0.8926
0.00137	0.2225
0.001603	0.4369
0.001199	0.4277
0.002056	0.3755
0.001495	0.8043
0.001415	1.2
0.001121	0.2634
0.001232	0.7671
0.0009956	0.4841
0.0008716	0.2255
0.0007562	0.1396
0.0008951	0.4768
0.001513	0.4803
0.3981	127.5
0.01344	23.61
0.01416	14.87
0.01743	32.5
0.0326	34.45
0.02031	23.84
0.01261	16.17
0.004664	6.639
0.003977	8.574
0.004111	6.695
0.002411	0.4423
0.002644	5.614
0.001088	3.237
0.009811	11.8
0.009578	8.066
0.02708	24.27
0.007909	17.75
0.00278	6.969
0.00281	1.891
0.001333	7.815
0.00357	7.609
0.01311	22.27
0.003628	10.08
0.003147	7.259
0.001279	1.385
0.003387	6.833
0.01242	13.19
0.005128	4.03
0.003153	7.126
0.02308	24.31
0.002533	5.177
0.001588	6.437
0.01071	6.941
0.001265	0.9823
0.007535	12.71
0.001762	2.246
0.001247	1.183
0.002878	4.805
0.003491	6.312
0.000548	1.266
0.001586	2.912
0.001452	1.738
0.0007083	4.123
